,word1,word2,similarity,relatedness,euclidean_metric,cosine_metric,wu_palmer,leacock_chodorow
0,stary,nowy,0.43,7.29,0.5278764367103577,7.6374393701553345,0.3333333333333333,1.2041199826559248
1,bystry,inteligentny,8.86,9.71,0.30740106105804443,6.4442694187164316,0.75,1.505149978319906
2,ciężki,trudny,4.86,7.29,0.4583336114883423,7.287328392267227,0.2857142857142857,1.1072099696478683
3,szczęśliwy,radosny,8.14,8.86,0.5081049203872681,7.540360689163207,0.25,1.0280287236002434
4,łatwy,męczący,0.43,6.43,0.4884016513824463,7.441671937704086,0.18181818181818185,1.0280287236002434
5,szybki,gwałtowny,3.71,7.0,0.448948860168457,7.238228917121887,0.25,1.2041199826559248
6,szczęśliwy,zadowolony,6.29,8.14,0.5245218276977539,7.621106207370758,0.2857142857142857,1.1072099696478683
7,krótki,długi,0.43,7.43,0.9347999095916748,9.201372265815737,0.5,1.505149978319906
8,głupi,tępy,7.57,9.14,0.5048172473907471,7.524028420448303,0.2857142857142857,1.1072099696478683
9,dziwny,niesamowity,4.57,6.14,0.4983288049697876,7.491637170314789,0.5714285714285714,1.505149978319906
10,szeroki,wąski,0.43,7.43,0.7737792730331421,8.681508600711823,0.4,1.3290587192642247
11,zły,okropny,6.57,8.29,0.4778499603271485,7.388022840023041,0.2857142857142857,1.1072099696478683
12,łatwy,uciążliwy,0.14,4.43,0.41587865352630615,7.061702162027358,0.2,1.1072099696478683
13,zły,straszny,6.29,8.29,0.4030150175094605,6.991559863090515,0.2857142857142857,1.1072099696478683
14,skomplikowany,prosty,0.14,6.14,0.5077243447303772,7.5384721159935,0.25,1.0280287236002434
15,bystry,tępy,0.14,6.43,0.2419964075088501,6.043567210435867,0.2857142857142857,1.1072099696478683
16,obłąkany,zwariowany,7.29,8.29,0.4039468765258789,6.99666902422905,0.3333333333333333,1.2041199826559248
17,szczęśliwy,wściekły,0.14,5.29,0.3415088653564453,6.6447462141513824,0.2222222222222222,0.9610819339696304
18,wielki,olbrzymi,9.14,9.57,0.5158131122589111,7.578440606594086,0.5,1.505149978319906
19,twardy,ciężki,1.86,5.57,0.31003284454345703,6.45994633436203,0.4,1.3290587192642247
20,nowy,świeży,6.43,8.57,0.2577477693557739,6.142023354768753,0.3333333333333333,1.2041199826559248
21,ostry,tępy,0.43,7.43,0.3463988304138184,6.6730108857154855,0.2857142857142857,1.1072099696478683
22,prędki,gwałtowny,4.29,6.43,0.2691696882247925,6.212641820311546,0.2222222222222222,1.1072099696478683
23,tępy,głupawy,8.29,8.71,0.4672050476074219,7.3333366215229026,0.4,1.3290587192642247
24,cudowny,wspaniały,9.14,9.86,0.5346248745918274,7.67012745141983,0.25,1.2041199826559248
25,dziwaczny,osobliwy,8.29,8.71,0.6108303070068359,8.023442924022675,0.8571428571428571,1.8061799739838869
26,szczęśliwy,zły,0.14,5.57,0.340643048286438,6.639728993177414,0.2222222222222222,0.9610819339696304
27,wąski,rozległy,0.43,6.86,0.4961546659469605,7.48073622584343,0.3333333333333333,1.2041199826559248
28,prosty,łatwy,8.86,9.0,0.5020212531089783,7.510096132755279,0.25,1.0280287236002434
29,stary,świeży,0.14,5.71,0.22725725173950195,5.950315371155739,0.3333333333333333,1.2041199826559248
30,widoczny,oczywisty,7.0,7.29,0.2930166721343994,6.357978284358977,0.25,1.0280287236002434
31,niedrogi,tani,8.71,9.43,0.7839210629463196,8.718078136444094,0.25,1.2041199826559248
32,miły,wielkoduszny,3.0,5.14,0.3853069543838501,6.893648207187653,0.2,1.0280287236002434
33,dziwny,normalny,0.43,7.43,0.3032954931259155,6.419745683670044,0.25,1.1072099696478683
34,dziwny,osobliwy,8.71,8.86,0.5687140822410583,7.831766605377197,1.0,2.0
35,zły,niemoralny,5.86,8.29,0.4167234897613525,7.066280543804169,0.3636363636363637,0.9610819339696304
36,smutny,zabawny,0.43,5.57,0.5402593016624451,7.697244584560393,0.5,1.505149978319906
37,wspaniały,świetny,9.14,9.14,0.7422136664390564,8.564399778842926,0.5,1.2041199826559248
38,winny,zawstydzony,0.57,4.43,0.2811952829360962,6.286287754774094,0.3333333333333333,1.2041199826559248
39,piękny,wspaniały,6.43,8.14,0.6253368854522705,8.087411224842073,0.4,1.0280287236002434
40,przeświadczony,pewny,7.29,7.86,0.4631665945053101,7.312441319227219,0.3333333333333333,1.2041199826559248
41,głupol,tępy,7.43,8.14,0.4512008428573608,7.25005030632019,0.2222222222222222,0.9610819339696304
42,wielki,duży,8.71,9.0,0.6553226709365845,8.216300904750824,0.5,1.505149978319906
43,miły,okrutny,0.43,5.86,0.30808937549591064,6.4483726024627686,0.18181818181818185,0.9610819339696304
44,niecierpliwy,niespokojny,4.71,6.57,0.4889870882034302,7.44463250041008,0.4,1.3290587192642247
45,duży,szeroki,4.86,7.86,0.4704487323760986,7.350060790777206,0.5,1.505149978319906
46,silny,dumny,0.43,2.71,0.2109677791595459,5.845990031957626,0.3333333333333333,1.2041199826559248
47,niepotrzebny,potrzebny,0.43,7.43,0.4635375738143921,7.314364314079285,0.5,1.505149978319906
48,niespokojny,młody,0.43,2.71,0.2884681224822998,6.330476552248001,0.5,1.505149978319906
49,głupi,inteligentny,0.43,7.29,0.4169729948043823,7.067631483078003,0.2857142857142857,1.1072099696478683
50,zły,świetny,0.29,5.57,0.42491447925567627,7.110477685928345,0.2857142857142857,1.1072099696478683
51,trudny,prosty,0.14,6.29,0.3662096261978149,6.786298751831055,0.2222222222222222,0.9610819339696304
52,potrzebny,ważny,6.86,7.43,0.40758466720581055,7.016571760177612,0.25,1.2041199826559248
53,zły,niesamowity,0.29,3.86,0.2898588180541992,6.338896006345749,0.25,1.0280287236002434
54,szalony,zadowolony,0.29,2.71,0.21100318431854248,5.846217572689056,0.4,1.3290587192642247
55,uczciwy,winny,0.43,3.43,0.331282377243042,6.585247963666916,0.3333333333333333,1.2041199826559248
56,łatwy,trudny,0.14,6.86,0.668691098690033,8.27231377363205,0.2222222222222222,1.0280287236002434
57,łatwy,elastyczny,1.57,2.29,0.3493155241012573,6.68981283903122,0.3333333333333333,1.2041199826559248
58,niewątpliwy,pewny,7.43,8.0,0.4117318391799927,7.0391811430454245,0.25,1.0280287236002434
59,istotny,potrzebny,7.43,8.29,0.4505099058151245,7.2464266419410714,0.5,1.505149978319906
60,inny,normalny,0.43,6.29,0.2319694757461548,5.980246886610985,0.2857142857142857,1.2041199826559248
61,chytry,mądry,2.14,4.57,0.42148613929748535,7.092019319534303,0.3333333333333333,1.2041199826559248
62,istotny,ważny,9.43,9.57,0.7493517398834229,8.591318130493164,0.25,1.2041199826559248
63,przykry,okrutny,4.0,5.71,0.43630993366241455,7.171408832073213,0.3636363636363637,1.0280287236002434
64,dziecinny,głupi,4.86,6.71,0.4783933162689209,7.390799671411513,0.25,1.0280287236002434
65,unikatowy,rzadki,9.0,9.0,0.4793145656585693,7.395502924919128,0.3333333333333333,1.2041199826559248
66,przyjacielski,hojny,1.0,5.0,0.3436576128005981,6.6571807861328125,0.2,0.9030899869919436
67,delikatny,nieczuły,0.43,4.57,0.39237236976623535,6.9329023361206055,0.3333333333333333,1.2041199826559248
68,długi,wąski,0.29,5.57,0.5178467631340027,7.588437497615813,0.4,1.3290587192642247
69,duży,ciężki,0.71,5.43,0.3592550754547119,6.746752560138702,0.5,1.505149978319906
70,szorstki,chłodny,3.86,5.71,0.391592025756836,6.928579211235046,0.2857142857142857,1.1072099696478683
71,dziwaczny,dziwny,9.29,9.29,0.6458610892295837,8.176117241382599,0.8571428571428571,1.8061799739838869
72,nielegalny,niemoralny,0.71,4.0,0.4039872884750366,6.99689120054245,0.2222222222222222,0.9610819339696304
73,zły,winny,2.0,4.29,0.314622163772583,6.4871980249881736,0.3333333333333333,1.2041199826559248
74,nowoczesny,starożytny,0.14,6.43,0.3178281784057617,6.506174355745316,0.4,1.3290587192642247
75,nowy,starożytny,0.14,6.0,0.24265015125274655,6.0476789623498926,0.4,1.3290587192642247
76,nudny,zabawny,0.14,5.86,0.5368819236755371,7.6810094714164725,0.3333333333333333,1.2041199826559248
77,szczęśliwy,młody,0.0,3.43,0.2745548486709595,6.245711073279381,0.2857142857142857,1.1072099696478683
78,łatwy,duży,0.29,0.29,0.3036830425262451,6.422064900398254,0.3333333333333333,1.2041199826559248
79,wspaniały,okropny,0.29,5.86,0.4027532339096069,6.9901242852211,0.25,1.1072099696478683
80,malutki,ogromny,0.14,6.71,0.26648426055908203,6.196096986532211,0.5,1.505149978319906
81,uprzejmy,odpowiedni,1.0,2.43,0.1916567087173462,5.720594599843025,0.2222222222222222,1.0280287236002434
82,skromny,zawstydzony,1.86,3.71,0.2527297735214233,6.1107926815748215,0.2857142857142857,1.1072099696478683
83,egzotyczny,rzadki,5.43,7.29,0.4037379026412964,6.995522975921631,0.4,1.3290587192642247
84,głupi,mądry,0.29,6.71,0.6419336199760437,8.1593057513237,0.3333333333333333,1.2041199826559248
85,zachwycający,cudowny,9.0,9.71,0.4860498905181885,7.429763227701187,0.25,1.2041199826559248
86,zauważalny,oczywisty,5.43,7.57,0.3919457197189331,6.930539309978485,0.2857142857142857,1.3290587192642247
87,przestraszony,zalękniony,8.86,9.14,0.2984408598010309,6.390639142351858,1.0,2.0
88,formalny,właściwy,1.71,3.29,0.2908110618591309,6.344655752182008,0.2857142857142857,1.1072099696478683
89,ponury,nudny,0.57,3.14,0.4486430883407593,7.2366221249103555,0.2857142857142857,1.1072099696478683
90,zachwycający,wesoły,0.57,2.57,0.30350661277771,6.4210084080696115,0.5,1.2041199826559248
91,nieszczęśliwy,szalony,0.43,4.43,0.3250851631164551,6.54893770813942,0.3333333333333333,1.2041199826559248
92,smutny,straszny,0.43,1.57,0.5140030384063721,7.5695252418518075,0.4,1.3290587192642247
93,chory,zwariowany,2.14,4.43,0.19774210453033447,5.760310962796211,0.4,1.3290587192642247
94,gwałtowny,gniewny,4.57,6.29,0.2781001329421997,6.267401725053787,0.2,1.0280287236002434
95,obładowany,ciężki,2.29,5.57,0.28145912774852505,6.287895577391791,,
96,brudny,tani,0.0,1.43,0.23829495906829834,6.0202506929636,0.25,1.2041199826559248
97,elastyczny,giętki,9.29,9.29,0.5626112818717957,7.803255915641785,1.0,2.0
98,twardy,gęsty,0.86,3.86,0.29379236698150635,6.362658441066742,0.4,1.3290587192642247
99,niedawny,nowy,6.86,8.57,0.2429986000061035,6.0498687624931335,,
100,śmiały,dumny,1.14,4.14,0.2985731363296509,6.391433775424957,0.6666666666666666,1.3290587192642247
101,dziwny,przebiegły,0.29,2.14,0.2575284242630005,6.140661090612412,0.2857142857142857,1.1072099696478683
102,dziwny,chytry,1.43,2.0,0.2974586486816406,6.384735852479935,0.2857142857142857,1.1072099696478683
103,głupi ,rzadki,0.0,0.0,0.1788902582912537,5.636672657117221,0.3333333333333333,1.2041199826559248
104,przebiegły,twardy,0.0,0.14,0.24819624423980716,6.082468032836914,0.2857142857142857,1.1072099696478683
105,niesamowity,szalony,1.71,3.43,0.4124224185943604,7.042937576770783,0.2857142857142857,1.3290587192642247
106,skromny,elastyczny,0.0,0.29,0.2576425075531006,6.141369789838791,0.4,1.3290587192642247
107,świeży,rozległy,0.0,0.0,0.3538113832473755,6.715628802776338,0.3333333333333333,1.2041199826559248
108,ogromny,głupi,0.0,0.0,0.1396390199661255,5.373545475304127,0.3333333333333333,1.2041199826559248
109,wielki,elastyczny,0.29,0.57,0.1234670877456665,5.262892190366983,0.5,1.505149978319906
110,brudny,wąski,0.0,0.86,0.27205705642700195,6.230390146374703,0.4,1.3290587192642247
111,żona,mąż,2.14,8.43,1.0144923031330109,9.410705864429476,0.6666666666666666,1.2041199826559248
112,książka,tekst,3.14,7.0,0.4049555063247681,7.0021937787532815,0.8,1.505149978319906
113,narzeczony,narzeczona,2.71,9.57,0.9296606183052064,9.18678253889084,0.5882352941176471,1.3290587192642247
114,noc,dzień,0.29,7.43,0.5288665294647217,7.642250061035156,0.3333333333333333,1.2041199826559248
115,południe,północ,0.29,7.43,1.1307667195796969,9.659166932106018,0.875,1.505149978319906
116,samolot,lotnisko,0.57,8.57,0.6469230055809021,8.180649280548097,0.375,1.0280287236002434
117,wuj,ciotka,2.43,9.29,0.7048707604408264,8.419423997402191,0.6153846153846154,1.2041199826559248
118,koń,klacz,4.29,9.14,0.7214633822441101,8.484702110290527,0.9411764705882352,1.8061799739838869
119,dno,wierzch,0.29,7.57,0.3197401762008667,6.517467200756072,0.2,1.1072099696478683
120,przyjaciel,kumpel,6.71,8.43,0.5215781331062317,7.606726884841919,0.8,1.3290587192642247
121,student,uczeń,7.57,8.71,0.5859758257865906,7.911399602890015,0.7272727272727273,1.505149978319906
122,świat,glob,7.14,9.0,0.4414945840835571,7.198915630578995,0.25,1.0280287236002434
123,noga,ramię,0.29,8.0,0.3683489561080933,6.798415035009384,0.18181818181818185,0.8519374645445623
124,samolot,odrzutowiec,6.71,9.57,0.8176581859588623,8.836024403572083,0.9473684210526316,1.8061799739838869
125,kobieta,mężczyzna,2.14,8.43,1.005084365606308,9.387646019458769,0.8333333333333334,1.505149978319906
126,koń,źrebak,7.57,9.29,0.6581662893295288,8.228290379047394,0.5714285714285714,1.2041199826559248
127,aktorka,aktor,2.43,9.29,0.9195663332939148,9.157741963863373,0.8333333333333334,1.505149978319906
128,nauczyciel,instruktor,7.29,9.0,0.4589911699295044,7.290751934051514,0.8,1.8061799739838869
129,film,kino,2.43,9.14,0.5767679214477539,7.869106829166412,0.42857142857142855,0.9610819339696304
130,ptak,jastrząb,5.0,8.86,0.37315309047698975,6.825539916753769,0.4444444444444444,1.505149978319906
131,słowo,słownik,0.43,8.29,0.37455105781555176,6.833411753177643,0.4,0.9030899869919436
132,pieniądze,pensja,5.43,8.86,0.29142977651403923,6.348394992734111,0.75,1.2041199826559248
133,pies,kot,1.14,7.29,0.6792654991149902,8.315987288951874,0.875,1.505149978319906
134,obszar,region,9.0,9.43,0.4527455568313599,7.25814551115036,0.25,1.505149978319906
135,flota,armia,3.71,7.86,0.5643189549446106,7.811252474784851,0.5,1.2041199826559248
136,książka,literatura,3.14,9.14,0.546015739440918,7.724784910678863,0.2857142857142857,1.1072099696478683
137,ubranie,szafa,0.43,8.0,0.4786573648452759,7.392147779464723,0.16666666666666666,0.9030899869919436
138,zachód,wschód,0.43,7.29,1.1329891979694366,9.663257896900175,0.25,1.0280287236002434
139,dziecko,dorosły,0.86,7.0,0.477552056312561,7.386500388383865,0.7272727272727273,1.3290587192642247
140,krowa,bydło,5.86,9.14,0.7911908626556396,8.743973970413206,0.1176470588235294,0.7647872888256622
141,książka,opowieść,4.57,7.43,0.5202001333236694,7.59998083114624,0.6666666666666666,1.1072099696478683
142,zima,lato,0.43,7.29,0.7569839954376221,8.619818389415741,0.75,1.505149978319906
143,taksówka,taryfa,6.29,8.86,0.3756580352783203,6.839637905359267,0.18181818181818185,0.8519374645445623
144,drzewo,klon,4.86,8.0,0.4959378242492676,7.479648143053055,0.13333333333333333,1.1072099696478683
145,łóżko,sypialnia,1.57,7.43,0.6179524660110474,8.054980933666231,0.15384615384615385,0.9030899869919436
146,dach,sufit,1.71,6.57,0.5827977061271667,7.896849811077117,0.18181818181818185,1.1072099696478683
147,schorzenie,infekcja,4.86,7.86,0.71651291847229,8.465370237827301,0.8,1.505149978319906
148,ramię,bark,3.86,8.43,0.4230782985687256,7.100599110126495,0.15384615384615385,0.7647872888256622
149,owca,jagnię,7.43,9.14,0.5770648121833801,7.870476543903352,0.9411764705882352,1.8061799739838869
150,dama,dżentelmen,1.57,9.0,0.5046252012252808,7.523072063922883,0.7272727272727273,1.3290587192642247
151,łódź,kotwica,0.0,8.43,0.2442662417753705,6.05783194047099,,
152,ksiądz,mnich,4.29,8.14,0.28314685821533203,6.298171281814575,0.8333333333333334,1.505149978319906
153,paluch,palec,7.71,8.86,0.4900209903717041,7.4498558044433585,0.8571428571428571,1.505149978319906
154,rzeka,strumień,7.57,9.14,0.4598150253295898,7.2950379550457,0.8888888888888888,1.505149978319906
155,złość,furia,8.14,9.29,0.6017276048660278,7.982766628265381,0.9473684210526316,1.8061799739838869
156,data,kalendarz,0.57,7.86,0.4741291999816895,7.368973046541214,0.2,0.9610819339696304
157,morze,ocean,4.71,9.0,0.7365070581436157,8.542696237564089,0.8571428571428571,1.505149978319906
158,sekunda,minuta,2.71,9.14,0.6616169810295105,8.242785036563872,1.0,2.0
159,dłoń,kciuk,1.43,8.57,0.58629310131073,7.9128497838974,0.2,0.9610819339696304
160,drewno,kłoda,5.29,9.0,0.353601336479187,6.714425086975098,0.8571428571428571,1.505149978319906
161,błoto,brud,3.57,7.86,0.5036906003952026,7.518419325351715,0.2222222222222222,0.9610819339696304
162,hol,korytarz,8.71,9.57,0.5677386522293091,7.8272223472595215,0.8888888888888888,1.8061799739838869
163,sposób,maniera,6.29,7.14,0.2717583179473877,6.2285563349723825,0.6666666666666666,1.2041199826559248
164,mysz,kot,0.86,7.14,0.4519524574279785,7.25399062037468,0.5333333333333333,1.2041199826559248
165,gliniarz,szeryf,5.14,8.43,0.5430114269256592,7.710432410240173,,
166,śmierć,pochówek,0.29,8.57,0.3894468545913696,6.916679590940476,0.25,1.0280287236002434
167,muzyka,melodia,6.57,8.57,0.6226454973220825,8.075622916221619,0.8888888888888888,1.8061799739838869
168,piwo,alkohol,3.86,8.43,0.5745073556900024,7.85865843296051,0.9090909090909092,1.8061799739838869
169,usta,warga,5.14,8.57,0.4832028150558472,7.415309250354768,0.75,1.505149978319906
170,burza,huragan,3.14,7.29,0.5551856160163879,7.768315076828003,0.5714285714285714,1.3290587192642247
171,podatek,dochód,0.14,6.14,0.5865800976753235,7.9141607880592355,0.6,1.2041199826559248
172,kwiat,fiołek,4.57,8.0,0.5033777356147766,7.516860365867615,0.9333333333333332,1.8061799739838869
173,papier,tektura,3.29,7.57,0.5997056365013123,7.9736751317977905,0.9090909090909092,1.8061799739838869
174,podłoga,sufit,0.43,6.86,0.7143707871437073,8.456966876983643,0.8333333333333334,1.505149978319906
175,plaża,wybrzeże,3.71,7.86,0.5716870427131653,7.845587730407715,0.16666666666666666,1.1072099696478683
176,karnisz,zasłona,0.0,8.0,0.5226709842681885,7.612069845199585,0.13333333333333333,0.9030899869919436
177,ogar,lis,0.43,5.71,0.3550407886505127,6.722670495510101,0.7619047619047619,1.1072099696478683
178,ulica,aleja,7.14,8.86,0.7387686371803284,8.551317155361176,0.9333333333333332,1.8061799739838869
179,łódź,pokład,1.14,8.14,0.2857312000585932,6.313878138683664,0.2,0.9030899869919436
180,samochód,klakson,0.0,7.71,0.37926042079925537,6.8598572909832,0.14285714285714285,0.9610819339696304
181,przyjaciel,gość,0.71,4.14,0.2984791994094849,6.390869319438933,0.6153846153846154,1.2041199826559248
182,pracodawca,pracownik,0.0,8.57,0.5219342112541199,7.608468234539032,0.7272727272727273,1.3290587192642247
183,dłoń,nadgarstek,1.43,8.86,0.6141326427459717,8.038097620010376,,
184,kula,działo,0.29,8.29,0.2919168472290039,6.351338177919388,0.7692307692307693,1.3290587192642247
185,alkohol,koniak,5.43,9.43,0.4672472476959229,7.333554625511169,0.8333333333333334,1.505149978319906
186,zwycięstwo,triumf,9.71,9.71,0.7848750948905945,8.721491098403929,0.2,0.9610819339696304
187,telefon,budka,0.29,5.71,0.2328791618347168,5.9860121458768845,0.14285714285714285,1.0280287236002434
188,drzwi,wejście,8.14,9.0,0.4818183183670044,7.408264875411987,0.2,0.9030899869919436
189,motel,zajazd,7.29,8.57,0.6131481528282166,8.033734560012817,0.8571428571428571,1.505149978319906
190,ubiór,tkanina,2.29,8.0,0.5319564938545227,7.657228708267213,0.18181818181818185,1.2041199826559248
191,stek,mięso,5.86,8.57,0.477421760559082,7.385834455490112,0.7142857142857143,1.2041199826559248
192,paznokieć,kciuk,2.0,7.29,0.3866246938705444,6.900988817214966,0.2,0.9610819339696304
193,zespół,orkiestra,6.29,7.71,0.3613635301589966,6.7587679624557495,0.5454545454545454,1.1072099696478683
194,książka,Biblia,2.29,6.71,0.37055504322052,6.810885220766068,0.25,1.1072099696478683
195,biznes,przemysł,4.86,7.86,0.3742756843566895,6.8318623304367065,0.25,1.0280287236002434
196,zima,sezon,3.71,7.14,0.42230093479156494,7.0964115858078,0.8571428571428571,1.8061799739838869
197,dekada,wiek,0.86,6.71,0.5318892002105713,7.656903862953186,0.6666666666666666,1.505149978319906
198,alkohol,dżin,5.57,9.43,0.2506450414657593,6.097780168056487,0.7692307692307693,1.3290587192642247
199,kapelusz,płaszcz,0.43,5.71,0.6348153352737427,8.128638863563538,0.6,1.2041199826559248
200,okno,drzwi,1.0,7.0,0.7233156561851501,8.49190354347229,0.18181818181818185,0.9610819339696304
201,ramię,nadgarstek,1.86,8.0,0.3875244855880737,6.905995607376099,,
202,dom,apartament,5.0,8.14,0.395569920539856,6.950585693120956,0.18181818181818185,1.2041199826559248
203,szkło,kryształ,4.0,7.0,0.4813320636749268,7.405789494514465,,
204,wino,koniak,2.14,8.86,0.6378940343856812,8.141933679580687,0.7692307692307693,1.3290587192642247
205,twórca,wykonawca,3.71,7.86,0.4342912435531616,7.160662412643433,0.9090909090909092,1.8061799739838869
206,obiad,śniadanie,0.71,8.0,0.8838311433792114,9.050839841365814,0.8571428571428571,1.505149978319906
207,ramię,mięsień,0.29,6.86,0.2847534418106079,6.307939738035202,0.2857142857142857,1.2041199826559248
208,bąbelek,mydliny,2.43,6.71,0.3539270162582397,6.716291457414628,,
209,chleb,mąka,0.71,7.14,0.5856760144233704,7.9100289940834045,0.7692307692307693,1.3290587192642247
210,śmierć,tragedia,2.71,7.29,0.3706865310668945,6.811627894639969,0.2222222222222222,1.0280287236002434
211,nieobecność,obecność,0.43,7.43,0.4263734817504883,7.118315696716309,0.2,1.3290587192642247
212,pistolet,działo,2.29,7.0,0.3759725093841553,6.84140607714653,0.8333333333333334,1.505149978319906
213,trawa,źdźbło,3.43,8.57,0.4497098922729492,7.242226749658585,0.15384615384615385,1.0280287236002434
214,piłka,kosz,0.0,6.71,0.3482013940811157,6.683400124311447,0.25,1.0280287236002434
215,szlauch,ogród,0.0,6.71,0.2592663764953613,6.151450350880622,0.18181818181818185,0.8519374645445623
216,chłopiec,dzieciak,5.14,7.43,0.5886827111244202,7.92375236749649,0.2857142857142857,1.1072099696478683
217,kościół,chór,0.0,6.43,0.3878738880157471,6.907938867807387,0.625,1.0280287236002434
218,ubrania,szuflada,0.0,5.71,0.3463629976429328,6.672803991362151,0.2857142857142857,1.2041199826559248
219,wieża,dzwon,0.0,7.0,0.5394729375839233,7.693469524383545,0.15384615384615385,1.1072099696478683
220,ojciec,rodzic,7.14,9.43,0.5710591673851013,7.8426724672317505,0.9230769230769232,1.8061799739838869
221,szkoła,stopień,0.29,6.14,0.31405746936798096,6.483851075172424,0.2222222222222222,0.9610819339696304
222,rodzic,dorosły,3.29,7.57,0.4058359861373901,7.007012665271759,0.7272727272727273,1.3290587192642247
223,krata,więzienie,1.86,8.0,0.4236602783203125,7.103732377290727,0.18181818181818185,0.8519374645445623
224,samochód,autostrada,0.0,8.14,0.3306276798248291,6.581421196460724,0.375,0.8519374645445623
225,słownik,definicja,0.43,8.14,0.38278400897979736,6.879571378231049,0.16666666666666666,0.9030899869919436
226,drzwi,piwnica,0.14,5.14,0.363916277885437,6.773284673690796,0.2222222222222222,1.0280287236002434
227,armia,legion,4.14,7.86,0.57728111743927,7.871474921703339,0.4444444444444444,1.3290587192642247
228,metal,aluminium,3.71,8.43,0.5381163358688354,7.686949670314789,0.16666666666666666,0.8519374645445623
229,krzesło,ławka,1.57,8.14,0.556038498878479,7.7723416686058036,0.875,1.505149978319906
230,obłok,mgła,3.0,6.86,0.527666449546814,7.636418640613557,0.25,1.3290587192642247
231,chłopiec,syn,5.29,7.86,0.3247791528701782,6.547140181064607,0.7272727272727273,1.3290587192642247
232,woda,lód,2.43,8.14,0.4257330894470215,7.1148769557476035,0.2222222222222222,1.0280287236002434
233,łóżko,koc,0.0,6.86,0.4940330982208252,7.470076978206634,0.6666666666666666,1.1072099696478683
234,adwokat,prawnik,6.0,9.14,0.8251942992210388,8.861593306064606,0.9230769230769232,1.8061799739838869
235,obszar,strefa,8.14,8.86,0.5128102898597717,7.563641667366028,0.8571428571428571,1.8061799739838869
236,biznes,firma,7.71,9.29,0.3673183917999268,6.792581379413606,1.0,2.0
237,ubranie,materiał,2.0,8.29,0.34589290618896484,6.6700924932956696,0.25,1.0280287236002434
238,sweter,kurtka,1.86,6.57,0.9108557105064392,9.132273197174072,0.6,1.2041199826559248
239,pieniądze,kapitał,5.43,8.29,0.36227024952201625,6.763927534799337,0.9090909090909092,1.8061799739838869
240,ręka,stopa,0.29,7.14,0.3281388282775879,6.566853374242783,0.4,1.0280287236002434
241,alkohol,koktajl,2.86,6.57,0.3813914060592651,6.871787011623383,0.7272727272727273,1.3290587192642247
242,jard,cal,1.57,8.71,0.36971187591552734,6.806122213602066,0.8571428571428571,1.505149978319906
243,molekuła,atom,6.57,9.0,0.8393537998199463,8.908866643905641,0.25,1.0280287236002434
244,obiektyw,aparat,1.86,9.14,0.5326592326164246,7.660630345344543,0.6666666666666666,1.2041199826559248
245,posiłek,obiad,4.71,8.71,0.7557191848754883,8.615115284919739,0.9230769230769232,1.8061799739838869
246,oko,łza,0.14,7.86,0.4337303638458252,7.157672792673111,0.2,0.9030899869919436
247,bóg,diabeł,0.14,8.14,0.32616400718688965,6.555272936820984,0.6,1.2041199826559248
248,pętla,pasek,0.29,2.0,0.24927771091461184,6.089235097169876,0.75,1.505149978319906
249,szczur,mysz,2.71,8.43,0.5438523292541504,7.714454233646393,0.8571428571428571,1.505149978319906
250,motor,silnik,6.29,8.43,0.4475046396255493,7.230633944272995,0.14285714285714285,1.0280287236002434
251,samochód,taksówka,4.14,8.14,0.5108349323272705,7.5538817048072815,0.15384615384615385,0.8519374645445623
252,kot,lew,3.29,7.71,0.3730008602142334,6.824682652950287,0.9411764705882352,1.8061799739838869
253,rozmiar,wielkość,7.29,9.71,0.6548318266868591,8.214227259159088,1.0,2.0
