nr,word1,word2,similarity,relatedness,wu_palmer,leacock_chodorow
676,mięso,chleb,0.43,5.86,0.7692307692307693,1.3290587192642247
677,ramię,kość,0.57,5.86,0.6666666666666666,1.3290587192642247
678,szyja,kręgosłup,2.71,7.43,0.18181818181818182,0.8519374645445623
679,jabłko,cytryna,1.71,7.43,0.375,0.9030899869919435
680,udręka,żal,2.71,5.86,0.2,1.2041199826559248
681,przydział,zadanie,3.43,6.14,0.18181818181818182,0.9030899869919435
682,noc,świt,0.43,7.57,0.6666666666666666,1.505149978319906
683,obiad,zupa,2.29,7.43,0.7142857142857143,1.2041199826559248
684,cielak,byk,4.71,7.86,0.6666666666666666,1.505149978319906
685,śnieg,burza,0.29,5.29,0.5714285714285714,1.3290587192642247
686,paznokieć,dłoń,1.14,6.86,0.5,1.505149978319906
687,pies,koń,0.86,7.57,0.5,1.2041199826559248
688,ramię,szyja,0.29,6.86,0.6,1.2041199826559248
689,piłka,rękawica,0.14,4.86,0.3333333333333333,1.2041199826559248
690,grypa,gorączka,0.29,8.29,0.16666666666666666,1.0280287236002434
691,opłata,pensja,2.14,4.86,0.6,1.2041199826559248
692,nerw,mózg,0.86,8.14,0.2222222222222222,0.9610819339696304
693,bestia,zwierzę,4.14,5.43,0.8,1.505149978319906
694,obiad,kurczak,0.57,5.86,0.13333333333333333,1.0280287236002434
695,dziewczyna,pokojówka,2.71,5.0,0.7272727272727273,1.3290587192642247
696,dziecko,chłopiec,5.14,8.71,0.9230769230769231,1.806179973983887
697,alkohol,wino,4.0,9.14,0.9090909090909091,1.806179973983887
698,nos,usta,1.14,6.29,0.6666666666666666,1.3290587192642247
699,ulica,samochód,0.0,7.29,0.4,0.9030899869919435
700,dzwonek,drzwi,0.0,6.71,0.2857142857142857,1.1072099696478683
701,pudełko,kapelusz,0.0,3.43,0.2222222222222222,1.2041199826559248
702,wiara,wrażenie,0.86,2.57,0.25,1.1072099696478683
703,uprzedzenie,opinia,2.43,6.57,0.2222222222222222,0.9610819339696304
704,uwaga,świadomość,3.43,6.0,0.18181818181818182,0.9610819339696304
705,złość,nastrój,2.86,6.57,0.6666666666666666,1.1072099696478683
706,elegancja,styl,5.86,8.14,0.25,1.2041199826559248
707,piękno,wiek,0.14,2.57,0.3333333333333333,1.2041199826559248
708,książka,motyw,0.0,3.0,0.46153846153846156,1.0280287236002434
709,przyjaciółka,matka,1.43,5.0,N/A,N/A
710,witamina,żelazo,1.29,5.0,0.5714285714285714,1.2041199826559248
711,samochód,fabryka,0.0,6.71,0.125,1.0280287236002434
712,pakt,warunek,2.57,6.14,0.2,0.9030899869919435
713,rozdział,wybór,0.0,0.57,0.2,0.9610819339696304
714,arytmetyka,rytm,0.0,0.14,0.2857142857142857,1.1072099696478683
715,zwycięzca,obecność,0.0,0.0,0.16666666666666666,0.9610819339696304
716,wiara,kwiat,0.0,0.43,0.16666666666666666,0.9030899869919435
717,zwycięzca,cel,0.0,5.14,0.2222222222222222,0.9610819339696304
718,sztuczka,rozmiar,0.0,0.0,0.4444444444444444,1.1072099696478683
719,wybór,styl,0.0,1.43,0.2222222222222222,1.0280287236002434
720,hymn,podbój,0.0,1.29,0.13333333333333333,0.7647872888256622
721,wytrzymałość,zespół,0.0,0.0,0.2857142857142857,1.2041199826559248
722,więzienie,wybór,0.0,1.29,0.18181818181818182,0.8519374645445623
723,warunek,chłopiec,0.0,0.0,0.2,1.0280287236002434
724,kwiat,wytrzymałość,0.0,0.86,0.2,1.0280287236002434
725,luka,porozumienie,0.0,0.57,0.2222222222222222,1.0280287236002434
726,doktor,usposobienie,0.0,0.29,0.2,0.9610819339696304
727,bractwo,drzwi,0.0,0.0,0.16666666666666666,0.9030899869919435
728,zadanie,kobieta,0.0,1.29,0.2222222222222222,1.0280287236002434
729,bractwo,baseball,0.0,0.43,0.18181818181818182,0.9610819339696304
730,cent,rozmiar,0.0,0.43,0.2,1.1072099696478683
731,obecność,drzwi,0.0,0.14,0.18181818181818182,1.0280287236002434
732,mysz,zarząd,0.0,0.0,0.15384615384615385,0.8061799739838872
733,zadanie,autostrada,0.0,0.0,0.16666666666666666,0.8519374645445623
734,trunek,wiek,0.0,1.86,0.25,1.0280287236002434
735,zadanie,słoma,0.0,0.0,0.2,0.9030899869919435
736,wyspa,zadanie,0.0,0.0,0.2222222222222222,0.9610819339696304
737,noc,rozdział,0.0,0.0,0.25,1.0280287236002434
738,zanieczyszczenie,prezydent,0.0,0.14,0.18181818181818182,0.9030899869919435
739,pistolet,sztuczka,0.0,0.71,0.18181818181818182,0.9030899869919435
740,kąpiel,sztuczka,0.0,0.14,0.4444444444444444,1.1072099696478683
741,dieta,jabłko,0.57,3.86,0.16666666666666666,0.8519374645445623
742,cent,żona,0.0,0.0,0.14285714285714285,0.8519374645445623
743,rozdział,opowieść,1.86,5.43,0.15384615384615385,0.9030899869919435
744,danie,żołądek,0.14,4.86,0.2857142857142857,1.1072099696478683
745,hymn,słoma,0.0,0.0,0.15384615384615385,0.9030899869919435
746,dentysta,pułkownik,0.14,1.86,0.5,0.9610819339696304
747,żona,słoma,0.0,0.0,0.15384615384615385,0.8519374645445623
748,dziura,żona,0.0,0.0,0.16666666666666666,0.8519374645445623
749,uczeń,prezydent,0.14,0.29,0.6153846153846154,1.1072099696478683
750,kąpiel,żona,0.0,0.43,0.18181818181818182,0.9030899869919435
751,ludzie,cent,0.0,1.29,N/A,N/A
752,wzór,logarytm,1.86,5.29,0.14285714285714285,0.8519374645445623
753,kobieta,futro,0.0,2.71,0.2,0.9610819339696304
754,jabłko,słońce,0.0,2.0,0.18181818181818182,0.8519374645445623
755,pistolet,świt,0.0,0.86,0.2222222222222222,0.9610819339696304
756,posiłek,talia,0.0,1.57,0.18181818181818182,1.2041199826559248
757,aparat,prezydent,0.0,0.29,0.13333333333333333,0.8061799739838872
758,trunek,grupa,0.0,0.0,N/A,N/A
759,żołądek,żyła,0.29,2.0,0.6,1.2041199826559248
760,pistolet,futro,0.0,0.0,0.18181818181818182,1.0280287236002434
761,trener,baseball,0.14,5.86,0.2222222222222222,0.9610819339696304
762,robotnik,kamera,0.0,0.29,0.2,0.9030899869919435
763,pokład,mysz,0.0,1.43,0.16666666666666666,0.8519374645445623
764,ryż,chłopiec,0.0,0.14,0.15384615384615385,0.9610819339696304
765,ludzie,pistolet,0.0,1.0,N/A,N/A
766,klif,ogon,0.0,0.0,0.16666666666666666,0.9030899869919435
767,kostka,okno,0.0,0.0,0.15384615384615385,0.9030899869919435
768,księżniczka,wyspa,0.0,0.0,0.2222222222222222,0.9610819339696304
769,pojemnik,mysz,0.0,0.14,0.14285714285714285,0.9030899869919435
770,wóz,kontener,0.57,2.29,0.18181818181818182,1.0280287236002434
771,ludzie,balon,0.0,1.0,N/A,N/A
772,dolar,ludzie,0.0,1.29,N/A,N/A
773,kąpiel,balon,0.0,0.0,0.16666666666666666,0.8519374645445623
774,żołądek,sypialnia,0.0,0.0,0.2222222222222222,0.9610819339696304
775,rower,sypialnia,0.0,0.14,0.15384615384615385,0.8519374645445623
776,kloc,kąpiel,0.0,0.0,0.25,1.0280287236002434
777,miska,ogon,0.0,0.57,0.15384615384615385,0.9030899869919435
778,iść,przyjść,5.29,8.57,0.15384615384615385,1.1072099696478683
779,wziąć,ukraść,3.43,6.86,0.625,1.0280287236002434
780,słuchać,słyszeć,6.43,9.0,0.2857142857142857,1.1072099696478683
781,myśleć,racjonalizować,4.0,7.57,0.25,1.1072099696478683
782,wystąpić,nastąpić,3.57,6.14,0.2222222222222222,1.2041199826559248
783,zanikać,znikać,7.14,8.71,0.16666666666666666,0.8519374645445623
784,mnożyć,dzielić,1.29,7.0,0.5454545454545454,1.1072099696478683
785,nalegać,błagać,5.43,7.29,0.14285714285714285,1.2041199826559248
786,zacząć,zapoczątkować,8.14,9.0,0.6666666666666666,1.505149978319906
787,chronić,bronić,7.0,8.57,0.2222222222222222,1.1072099696478683
788,zabić,zniszczyć,4.0,6.71,0.6666666666666666,1.3290587192642247
789,stworzyć,zrobić,7.43,8.43,0.9090909090909091,1.806179973983887
790,akceptować,odrzucić,1.0,7.0,0.2,0.9610819339696304
791,ignorować,unikać,4.86,5.71,0.2222222222222222,1.0280287236002434
792,nieść,przynieść,5.71,7.86,0.16666666666666666,0.8061799739838872
793,wyjść,wejść,1.0,6.86,0.14285714285714285,1.1072099696478683
794,decydować,wybrać,5.43,7.71,0.2857142857142857,1.1072099696478683
795,przegrać,zawieść,3.0,6.0,0.36363636363636365,0.9610819339696304
796,zachęcić,zniechęcić,0.57,7.0,0.5,1.1072099696478683
797,osiągnąć,spełnić,3.86,6.86,0.7692307692307693,1.3290587192642247
798,stworzyć,skonstruować,7.43,8.43,0.2,1.3290587192642247
799,słuchać,przestrzegać,2.57,4.57,0.18181818181818182,1.0280287236002434
800,poinformować,zawiadomić,9.0,9.57,0.9090909090909091,1.806179973983887
801,otrzymywać,dać,1.0,6.57,0.2,1.0280287236002434
802,pożyczyć,błagać,0.86,2.86,0.15384615384615385,0.9610819339696304
803,wziąć,otrzymać,2.43,5.86,0.18181818181818182,1.1072099696478683
804,poradzić,polecić,5.57,7.57,0.16666666666666666,0.9030899869919435
805,imitować,portretować,1.57,4.57,0.7272727272727273,1.3290587192642247
806,zwyciężyć,osiągnąć,3.57,6.14,0.7692307692307693,1.3290587192642247
807,myśleć,decydować,1.86,5.29,0.5,1.505149978319906
808,przywitać,spotkać,1.0,4.86,0.18181818181818182,0.9030899869919435
809,uzgadniać,dyskutować,3.29,6.14,0.6666666666666666,1.2041199826559248
810,lubić,bawić,0.0,3.57,0.25,1.0280287236002434
811,niszczyć,robić,0.71,4.86,0.25,1.3290587192642247
812,ratować,chronić,5.29,7.57,0.2,1.0280287236002434
813,dawać,pożyczać,3.0,6.0,0.2857142857142857,1.1072099696478683
814,pojmować,rozumieć,6.86,8.86,0.6666666666666666,1.505149978319906
815,brać,otrzymywać,3.29,6.29,0.2857142857142857,1.1072099696478683
816,akceptować,uznawać,7.14,8.57,0.5454545454545454,1.1072099696478683
817,decydować,wybierać,5.14,7.14,0.6666666666666666,1.505149978319906
818,akceptować,wierzyć,0.14,2.71,0.8333333333333334,1.505149978319906
819,trzymać,posiadać,4.86,6.71,0.25,1.0280287236002434
820,wędrować,błądzić,3.57,6.0,0.6666666666666666,1.505149978319906
821,wygrywać,przegrywać,1.0,6.71,0.2222222222222222,0.9610819339696304
822,wydawać,oszczędzać,1.0,6.71,0.18181818181818182,1.1072099696478683
823,wyjść,pójść,2.57,6.0,1.0,2.0
824,przyjść,uczestniczyć,1.71,4.43,0.13333333333333333,1.0280287236002434
825,wiedzieć,wierzyć,1.71,6.0,0.25,1.0280287236002434
826,gromadzić,spotykać,2.57,3.0,0.2,0.9610819339696304
827,robić,zarobić,0.71,3.57,0.16666666666666666,1.1072099696478683
828,zapominać,ignorować,0.71,2.43,0.2,1.0280287236002434
829,mnożyć,dodawać,0.86,6.71,0.6666666666666666,1.3290587192642247
830,maleć,rosnąć,0.86,6.71,0.5714285714285714,1.3290587192642247
831,przyjeżdżać,wyjeżdżać,1.0,6.71,0.2,1.0280287236002434
832,osiągnąć,próbować,0.71,5.57,0.18181818181818182,1.0280287236002434
833,akceptować,zaprzeczać,0.86,5.14,0.2222222222222222,0.9610819339696304
834,przybywać,przyjeżdżać,7.86,8.86,0.8,1.505149978319906
835,uzgadniać,różnić,0.71,5.71,0.2,1.0280287236002434
836,wysyłać,otrzymywać,0.71,5.29,0.4444444444444444,1.1072099696478683
837,zwyciężać,dominować,3.14,6.14,0.2857142857142857,1.1072099696478683
838,dodawać,dzielić,0.71,6.29,0.6,1.2041199826559248
839,zabić,udusić,5.14,7.71,0.625,1.0280287236002434
840,nabyć,dostać,2.71,6.14,0.9411764705882353,1.806179973983887
841,uczestniczyć,dołączyć,2.14,5.0,0.2,1.2041199826559248
842,odejść,pozostać,0.86,6.57,0.4,1.0280287236002434
843,iść,wejść,2.14,5.86,0.18181818181818182,0.9610819339696304
844,wziąć,nieść,0.86,4.71,0.16666666666666666,0.8519374645445623
845,zapomnieć,poznawać,0.57,5.0,0.2222222222222222,1.0280287236002434
846,mianować,wybrać,4.14,6.57,0.2222222222222222,1.0280287236002434
847,zaręczyć,poślubić,3.43,7.57,0.5454545454545454,1.1072099696478683
848,prosić,nalegać,6.86,8.43,0.15384615384615385,1.3290587192642247
849,iść,posyłać,0.43,3.71,0.2222222222222222,0.9610819339696304
850,wziąć,dostarczać,0.57,4.43,0.18181818181818182,1.1072099696478683
851,mówić,słyszeć,0.29,6.86,0.2222222222222222,0.9610819339696304
852,analizować,oceniać,3.14,5.14,0.25,1.0280287236002434
853,argumentować,racjonalizować,4.0,5.0,0.46153846153846156,0.9610819339696304
854,stracić,zatrzymać,0.71,5.29,0.5714285714285714,1.3290587192642247
855,porównywać,analizować,5.86,7.86,0.25,1.2041199826559248
856,dezorganizować,organizować,0.86,6.86,0.16666666666666666,0.8519374645445623
857,iść,pozwalać,0.29,1.43,0.2222222222222222,1.0280287236002434
858,wziąć,posiąść,5.14,6.43,0.6666666666666666,1.1072099696478683
859,poznawać,słuchać,1.14,3.71,0.3333333333333333,1.2041199826559248
860,burzyć,budować,0.71,6.43,0.2857142857142857,1.1072099696478683
861,tworzyć,budować,5.86,8.14,0.25,1.2041199826559248
862,kraść,kupować,0.57,5.86,0.25,1.0280287236002434
863,zabić,powiesić,4.86,6.86,0.5,1.1072099696478683
864,zapomnieć,wiedzieć,0.57,5.57,0.2222222222222222,1.0280287236002434
865,tworzyć,wymyślać,5.86,7.71,0.2857142857142857,1.505149978319906
866,zrobić,nastąpić,1.57,1.86,0.2857142857142857,1.505149978319906
867,wygrać,osiągnąć,4.29,6.29,0.7692307692307693,1.3290587192642247
868,dawać,odmawiać,0.57,5.43,0.2222222222222222,1.0280287236002434
869,zasłużyć,zarobić,2.57,4.29,0.75,1.2041199826559248
870,dostawać,wkładać,0.14,1.71,0.2,1.0280287236002434
871,zlokalizować,znaleźć,8.14,9.29,0.6666666666666666,1.1072099696478683
872,zawitać,przyjść,6.14,7.57,0.9,1.505149978319906
873,wiedzieć,rozumieć,5.57,7.14,0.4,1.3290587192642247
874,udawać,wyobrażać,1.71,4.14,0.2857142857142857,1.2041199826559248
875,satysfakcjonować,zadowalać,8.86,9.57,1.0,2.0
876,hołubić,trzymać,2.43,4.43,0.18181818181818182,1.0280287236002434
877,dyskutować,różnić,1.57,4.86,0.2,1.0280287236002434
878,przezwyciężyć,zdominować,1.86,4.0,0.13333333333333333,1.0280287236002434
879,postępować,przestrzegać,1.0,4.0,0.16666666666666666,0.9030899869919435
880,współpracować,uczestniczyć,2.0,5.0,0.7272727272727273,1.3290587192642247
881,osiągać,próbować,1.29,4.43,0.2222222222222222,1.0280287236002434
882,przegrać,zniechęcić,1.0,4.57,0.36363636363636365,0.9610819339696304
883,zacząć,porzucić,0.43,5.71,0.25,1.1072099696478683
884,mówić,uczestniczyć,0.86,3.43,0.18181818181818182,1.0280287236002434
885,przyjść,przynieść,0.71,3.57,0.11764705882352941,0.9610819339696304
886,deklarować,ogłaszać,6.71,8.0,0.5714285714285714,1.2041199826559248
887,czytać,rozumieć,0.29,4.29,0.3333333333333333,1.2041199826559248
888,wziąć,opuścić,0.29,3.57,0.16666666666666666,1.1072099696478683
889,obwieszczać,ogłaszać,9.29,9.71,1.0,2.0
890,zdobyć,otrzymać,3.29,5.71,0.18181818181818182,1.3290587192642247
891,wywnioskować,decydować,1.86,4.43,0.2857142857142857,1.2041199826559248
892,prosić,błagać,7.57,8.57,0.9230769230769231,1.806179973983887
893,argumentować,udowadniać,7.29,8.29,0.9333333333333333,1.806179973983887
894,prosić,apelować,7.0,8.29,0.3333333333333333,1.1072099696478683
895,znaleźć,zniknąć,0.29,5.0,0.18181818181818182,1.0280287236002434
896,sprawdzać,badać,5.29,7.43,0.9090909090909091,1.806179973983887
897,weryfikować,uzasadniać,2.71,6.0,0.875,1.505149978319906
898,zakładać,przewidywać,6.14,7.29,0.2857142857142857,1.1072099696478683
899,poznawać,oceniać,1.29,4.43,0.3333333333333333,1.2041199826559248
900,argumentować,uzasadniać,8.86,9.57,1.0,2.0
901,zrobić,zostać,0.29,0.29,0.2857142857142857,1.505149978319906
902,odkrywać,pochodzić,0.0,0.57,N/A,N/A
903,zwyciężyć,dokonać,3.14,6.43,0.8333333333333334,1.505149978319906
904,dać,położyć,0.71,3.43,0.15384615384615385,1.2041199826559248
905,rozumieć,słuchać,0.57,4.43,0.75,1.505149978319906
906,rozwijać,rosnąć,3.14,5.14,0.16666666666666666,0.8061799739838872
907,pożyczać,sprzedawać,1.43,4.29,0.3333333333333333,1.2041199826559248
908,trzymać,chronić,1.71,3.71,0.2222222222222222,1.1072099696478683
909,wyjaśniać,udowadniać,5.43,6.86,0.8571428571428571,1.505149978319906
910,założyć,udawać,0.0,2.57,0.18181818181818182,0.9610819339696304
911,zgadzać,zadowalać,0.0,0.86,0.14285714285714285,0.9030899869919435
912,wybaczyć,zapomnieć,3.14,4.57,0.8571428571428571,1.505149978319906
913,wyjaśniać,tłumaczyć,9.29,9.71,1.0,2.0
914,zrozumieć,wybaczyć,1.14,4.29,0.7142857142857143,1.2041199826559248
915,przypomnieć,zapomnieć,1.0,7.0,0.15384615384615385,0.9610819339696304
916,dostać,pozostać,0.0,0.86,0.15384615384615385,0.9030899869919435
917,zrozumieć,odkryć,1.71,3.86,0.2,1.0280287236002434
918,wymagać,dociekać,0.0,1.71,0.25,1.0280287236002434
919,ignorować,pytać,0.14,2.0,0.18181818181818182,1.0280287236002434
920,myśleć,pytać,0.57,3.86,0.25,1.1072099696478683
921,odrzucać,unikać,1.29,4.57,0.2,0.9610819339696304
922,argumentować,przekonywać,7.29,8.57,0.15384615384615385,0.9610819339696304
923,dążyć,przekonywać,2.0,3.86,0.2222222222222222,1.0280287236002434
924,akceptować,wybaczać,1.86,4.71,0.2222222222222222,0.9610819339696304
925,robić,rezygnować,0.0,0.86,0.2857142857142857,1.505149978319906
926,przebadać,zbadać,7.43,8.0,0.9333333333333333,1.806179973983887
927,dyskutować,wyjaśniać,1.71,5.0,0.5,1.0280287236002434
928,zawdzięczać,pożyczać,1.14,2.86,N/A,N/A
929,poszukiwać,odkrywać,2.43,6.71,0.2,0.9030899869919435
930,narzekać,kwestionować,1.57,4.0,0.2222222222222222,1.1072099696478683
931,wycofywać,odrzucać,1.43,3.43,0.16666666666666666,1.0280287236002434
932,trzymać,pożyczać,0.0,1.86,0.2857142857142857,1.1072099696478683
933,upraszać,błagać,7.43,9.57,0.26666666666666666,0.9030899869919435
934,aranżować,organizować,5.14,6.43,0.6666666666666666,1.2041199826559248
935,zmniejszyć,kurczyć,7.43,8.57,0.15384615384615385,1.1072099696478683
936,mówić,przyznawać,2.71,4.29,0.7142857142857143,1.2041199826559248
937,dać,pożyczyć,3.71,6.29,0.8333333333333334,1.505149978319906
938,zabijać,bronić,0.0,4.57,0.6153846153846154,1.2041199826559248
939,znikać,maleć,4.71,6.0,0.2222222222222222,0.9610819339696304
940,dostarczyć,przynieść,7.14,8.14,0.5454545454545454,1.1072099696478683
941,oddychać,dławić,0.43,5.43,0.25,1.1072099696478683
942,uznawać,powiadamiać,0.0,1.14,0.18181818181818182,1.0280287236002434
943,zostawać,wyglądać,0.0,0.29,0.3333333333333333,1.2041199826559248
944,udawać,wyglądać,0.43,2.0,0.2222222222222222,1.0280287236002434
945,osiągać,zostawać,2.29,2.0,0.2857142857142857,1.2041199826559248
946,kontemplować,myśleć,6.71,7.86,0.8,1.806179973983887
947,określić,przewidzieć,2.57,5.0,0.25,1.1072099696478683
948,dogadzać,zabawiać,3.29,4.57,0.16666666666666666,0.8061799739838872
949,pozostawać,utrzymywać,1.71,3.14,0.25,1.3290587192642247
950,udawać,grać,5.14,5.0,0.6,1.2041199826559248
951,zapominać,utrzymywać,0.0,0.29,0.5454545454545454,1.1072099696478683
952,chcieć,wybierać,1.14,3.86,0.25,1.2041199826559248
953,stracić,dostać,0.86,6.0,0.16666666666666666,0.9610819339696304
954,próbować,myśleć,0.0,3.71,0.3333333333333333,1.505149978319906
955,zostawać,pojawiać,0.0,1.86,0.3333333333333333,1.3290587192642247
956,opuścić,zignorować,3.14,3.57,0.2,1.1072099696478683
957,akceptować,rekomendować,1.57,3.0,0.16666666666666666,0.8519374645445623
958,opuścić,wędrować,0.57,2.43,0.25,1.1072099696478683
959,zachować,oddać,0.86,4.71,0.7692307692307693,1.3290587192642247
960,dawać,pozwalać,1.86,3.57,0.18181818181818182,1.3290587192642247
961,przynosić,wysyłać,0.86,4.14,0.4444444444444444,1.1072099696478683
962,chłonąć,poznawać,5.71,6.43,0.3333333333333333,1.2041199826559248
963,zdobyć,znaleźć,2.29,4.29,0.9333333333333333,1.806179973983887
964,opuścić,wyglądać,0.0,0.0,0.2222222222222222,0.9610819339696304
965,tworzyć,niszczyć,0.71,6.71,0.2222222222222222,1.2041199826559248
966,zaczynać,iść,0.0,0.29,0.4,1.3290587192642247
967,dostać,kupić,2.86,4.43,0.9411764705882353,1.806179973983887
968,zbierać,odkładać,5.86,7.29,0.5454545454545454,1.1072099696478683
969,zastępować,przywrócić,0.43,2.43,0.25,1.1072099696478683
970,dołączać,dodawać,6.57,7.86,0.9230769230769231,1.806179973983887
971,połączyć,poślubić,3.71,6.0,0.75,1.505149978319906
972,przyjmować,dostarczać,0.43,4.14,0.25,1.2041199826559248
973,przyłączać,dołączać,8.43,9.29,0.2,1.0280287236002434
974,położyć,powiesić,0.71,4.43,0.8571428571428571,1.505149978319906
975,iść,sprzedawać,0.0,0.14,0.2857142857142857,1.1072099696478683
976,komunikować,modlić,0.29,1.0,0.36363636363636365,0.9610819339696304
977,dawać,kraść,0.57,2.71,0.2222222222222222,1.1072099696478683
978,dodawać,budować,0.43,2.14,0.2222222222222222,1.3290587192642247
979,przynieść,odtworzyć,0.0,0.71,0.46153846153846156,0.9610819339696304
980,zrozumieć,zaspokoić,0.0,1.57,0.18181818181818182,1.0280287236002434
981,przedstawiać,decydować,0.0,0.29,0.2857142857142857,1.2041199826559248
982,organizować,zostawać,0.0,0.0,0.2222222222222222,0.9610819339696304
983,dawać,wiedzieć,0.0,0.0,0.2857142857142857,1.1072099696478683
984,mówić,weryfikować,0.0,0.86,0.5882352941176471,1.1072099696478683
985,współpracować,dołączyć,0.0,2.57,0.18181818181818182,1.0280287236002434
986,organizować,wymagać,0.43,2.14,0.18181818181818182,0.8519374645445623
987,pożyczyć,chcieć,0.0,1.43,0.2,0.9610819339696304
988,badać,dążyć,0.57,3.0,0.2222222222222222,1.0280287236002434
989,ignorować,odkrywać,0.0,2.57,0.18181818181818182,0.9610819339696304
990,wnosić,narzekać,0.0,0.29,0.8,1.3290587192642247
991,wchodzić,zawdzięczać,0.0,0.0,N/A,N/A
992,przedstawiać,zawiadamiać,2.71,4.86,0.7692307692307693,1.3290587192642247
993,przypominać,sprzedawać,0.0,0.0,0.3333333333333333,1.2041199826559248
994,wchłaniać,posiadać,0.0,2.0,0.2222222222222222,0.9610819339696304
995,dołączyć,zdobyć,0.43,2.29,0.16666666666666666,1.1072099696478683
996,wysyłać,uczestniczyć,0.0,0.86,0.2,1.2041199826559248
997,zbierać,uczestniczyć,0.0,0.71,0.2,1.3290587192642247
998,pochłonąć,wycofać,0.0,0.57,0.11764705882352941,0.9610819339696304
999,uczestniczyć,przybyć,0.57,3.43,0.2,0.9610819339696304
